Review Text,Review Length,Thumb Text,Play Hours,Date Posted
Game is not perfect but I'm having a lot of fun with it.,44,Recommended,35.3 hrs on record,Posted: May 16
:),2,Recommended,30.5 hrs on record,Posted: May 16
this game is so fun to play when her stonned,35,Recommended,62.2 hrs on record,Posted: May 16
"After playing both the first two insomniac games on PlayStation, I ended up waiting for this to release on PC and for space in my schedule to play it, after a bit over 20hrs (reaching 96% on Amazing difficulty) I can say that they have definitely continued their great work with these 2 amazing web-slingers.

Throughout my game-time I did not experience any crashes, noticeable stutters or performance issues, and reaching a pretty consistent 250 fps on all high settings. I wouldn't say I have a mega-setup either so I'm not entirely sure why my experience differs from some that have had issues.

RTX 4070
Intel Core i5-13600KF
32GB RAM
Windows 11

I have only 3 gripes that I can think of after completing the game, but they're pretty subjective;

- Sandman's voice, can't tell if it's the after-effects or the performance but you end up listening to him waffle a good bit doing his missions and it was pretty tedious and uninteresting. The missions can be ignored and you can limit the exposure to just the beginning, but I wanted to complete all the side-missions I could along the way and I found myself always tuning out. :(

- I found Kraven to be underwhelming as he didn't really show me how he is an expert hunter, other than being an over-sized strongman (which there are numerous of), I never really felt like his prey. Without completely spoiling story bits, :/

- featured in the flame based side missions for Peter felt a bit strange to me, as I don't recall too much of their role in the previous titles and yet they have seemingly had a pretty big change coming into this one. The feats and actions they do don't seem to be explained or make much sense for what they should be capable of and the actual character themselves did not stick the landing for me. ;) (although I could just be a forgetful idiot and this is very much elaborated on previously)

Other than those takes, this is a great follow-up on the game series, featuring one of my favourite characters being which I was quite happy with the take-on. By the end there are plenty of fun abilities, additions to movement and QoL which don't go amiss.

I'm looking forward to completing this again on NG+ soon.",1808,Recommended,22.3 hrs on record,Posted: May 16
insomniac really made prettier superman 64 huh,40,Recommended,27.1 hrs on record,Posted: May 16
AMAZING BUY IT!!!!!!!!!,21,Recommended,26.3 hrs on record,Posted: May 15
"9/10

Pros:
- Great boss fights. No need to play the waiting game as if it's a gimmick fight, instead you can bring the fight to the boss using something from your arsenal.
- Much improved traversal compared to previous games with a decent variety too (web wings, web swinging, super launches, mid-air jumps and dashes, etc)
- Great story which is more than just a white boy fantasy and makes sure to shine plenty of light on Miles, MJ, Rio, etc. Ganke could still use some more screen-time.

Cons:
- Poor optimisation on PC
- Too expensive for the 35 hour runtime to 100% the game
- No upcoming DLCs and tons of loose ends in the sidequests",531,Recommended,35.6 hrs on record,Posted: May 15
"Horrible pacing issues, too many sections of just walking around as Peter or Miles, like, bruh WHYYYYYYYYYYYYYYYYYYYYYYY, dumbed down combat (especially in the gadgets dpt, more than half from the first game are missing, what the hell...) and I do not consider the symbiote a worthy replacement, it's just not, pretty boring overall, tho I beat it in a few sittings. The bosses, oh the bosses are some of the worst I have ever ♥♥♥♥♥♥♥ witnessed, they all feel the same, it's the same song and dance of just doing the same freaking moves over and over til you deplete the 5th health bar of a boss (the Reptile being an exception as its fight had a cool mechanic where you can weaken it by interacting with the environment, kinda like Batman Arkham games), and some people really thought THIS would win GOTY over Baldur's Gate 3? Good grief... Genuinely, I did want to enjoy this game, like a LOT, I did 100% the first one after all, but I just couldn't bring myself to get engaged with whatever is going on in this one, especially the second half of the game. It genuinely feels like it was supposed to be like a 40-50 hour game, but instead it's an 18 hour one, it feels rushed, perhaps it was given the cancelled DLCs, etc. what a shame.",1012,Not Recommended,16.6 hrs on record,Posted: May 15
banger of a game and a must have for spider-man mans like myself,52,Recommended,48.4 hrs on record,Posted: May 15
"Fun, fast paced, nice animations. I like the flow!",42,Recommended,17.1 hrs on record,Posted: May 15
"still needs alot of bug fixes and optimization, other than that very enjoyable game",70,Recommended,35.2 hrs on record,Posted: May 15
Swinging through the city is peaceful...with music in the background,59,Recommended,28.6 hrs on record,Posted: May 15
i really like it,13,Recommended,40.8 hrs on record,Posted: May 15
"This game completely TOWERS over the last 2 games. Don’t get me wrong, Spiderman 1 is one of the best games I’ve ever played; and Spiderman miles morales is okay but spider man 2? I don’t want to spoil but it is one of the most cinematic games I have ever played. It is completely worthy of your money and so much more. Please give this game the credit it deserves because it is truly one of the best games I have ever played if not the BEST game ever. You shouldn’t trust random people from the internet but make an exception NOW. Please buy this game if you love marvel or Spiderman because there is truly no other game like it. The cinematography, the writing, the player models, the voice acting, down to the last pixel. If you are looking for a cinematic experience from home, THIS IS THE GAME. I truly cannot wait for the third game if Insomniac Games ever chooses to bless us. Hell. I can’t wait for any of the games this company has in stock for the future and I haven’t even seen it. It’s that good. I would even go as far to say that it changed my prospective of life. This game plays with your emotions in a good way. One moment your feeling sad, the next your feeling mad, and the other your excitement can’t be contained. And that my friends is how writing is done. A good book keeps you engaged. A better book keeps you in question. But a award wining book controls your emotions. And I’m proud to say AND experience all of them in this game. You might think I’m exaggerating but I’m simply not. Insomniac Games, if your reading this, you have truly made one of the best games. Your writers deserve a raise, the voice actors deserve a raise. Hell, give everyone a raise they deserve it. All jokes aside, this game kept me on the edge of my seat and when I thought the game couldn’t get better YOU Insomniac Games couldn’t have proven me more wrong. This game was 1,000,000% worth my money and more. Insomniac Games, you earned yourself a valuable loyal customer.",1606,Recommended,19.9 hrs on record,Posted: May 15
"Another single player game that forces constant updates that completely render the game unplayable. You have the game installed? Loving it so far and just want to keep playing after a long day of work? Tough ♥♥♥♥! They'll force an update whether you disable auto-updates or not, and suddenly you're not allowed to use the product you paid for.",285,Not Recommended,141.5 hrs on record,Posted: May 15
"The game is good. Character swapping is fun, controls aren't easy enough that you feel like you're just pressing the same button all the time which is nice, and I really like the portrayal of Peter Parker in these games. The character's feel real, and dynamic. The game has venom, and good boss fights that don't feel easy to win. However, the game was short. They should've included a morality system or something, or venom DLC. To it's credit, it's the first game, I've finished in a while and looked forward to come back to just for the story, but too short",459,Recommended,22.3 hrs on record,Posted: May 15
Good game and worth playing. Well optimised for the PC too.,49,Recommended,40.5 hrs on record,Posted: May 14
cool,4,Recommended,27.4 hrs on record,Posted: May 14
This is the worst optimised Game,27,Not Recommended,17.1 hrs on record,Posted: May 14
loving it so far,13,Recommended,13.7 hrs on record,Posted: May 14
Enjoyed it.,10,Recommended,23.1 hrs on record,Posted: May 14
I am spiderman again,17,Recommended,32.3 hrs on record,Posted: May 14
yayyy,5,Recommended,18.6 hrs on record,Posted: May 14
"Gran juego, al comienzo crasheaba un poco pero luego del ultimo parche todo estable.",71,Recommended,35.6 hrs on record,Posted: May 14
"how can this game look so cheap and expensive at the same time. idk how sony can put 300 million into this game and pull bare ♥♥♥♥♥♥♥ minimum. i feel so bad for insomniac for getting rushed to push this out, it could've been a peak spiderman game",199,Not Recommended,53.0 hrs on record,Posted: May 14
"a decent second part to the first game. I had more hopes in the story, its not bad, but I expected better.
The gameplay is very fun, it polish the mechanics of the first game. The symbiote suit adds some things to the gameplay which is the one of the best parts of the game. If you are a spiderman fan, you will love this game.",263,Recommended,28.5 hrs on record,Posted: May 14
"Not as great as the first game in terms of the story and pacing, but the gameplay improvements from the speed of swinging across the city, new abilities and the gliding were great additions.",157,Recommended,35.8 hrs on record,Posted: May 14
"so good, with my play through found no bugs.Amazing grapics and story is great overal fun to play",80,Recommended,21.3 hrs on record,Posted: May 14
BY DREAM FAME,11,Recommended,34.5 hrs on record,Posted: May 13
good,4,Recommended,22.4 hrs on record,Posted: May 13
nude black cat mod would be tuff af,28,Recommended,1.3 hrs on record,Posted: May 13
"⭐️⭐️⭐️⭐️⭐️
""Webs, chaos, and pure greatness—best Spider-Man game ever made.""

Spider-Man 2 is a masterpiece. From the second you dive off a rooftop and swing through NYC, it’s non-stop superhero euphoria. The combat? Crisp. The movement? Fluid like it’s coded in spider-silk. And the dual-play between Peter and Miles? Pure brilliance.

But let’s be real… those symbiote powers hit different. Watching Peter go darker and more brutal was cinematic perfection. Miles’ electric combos? Chef’s kiss. Switching between them mid-mission made me feel like two legends at once.

The boss fights were wild, the side quests hit hard, and that ending? I'm not okay.

10/10 would cancel plans to sling through NYC again. Sequel when??",615,Recommended,31.3 hrs on record,Posted: May 13
"Playing through this game is SUCH a slog man. The combat is boring and clunky, the enemies are uninspired and all the same. The bosses are just annoying and are completely brain dead. The puzzles are so easy a dog without arms could do them. The supporting cast is either boring or wholly unimportant, and everyone is just being mean or ignoring each other the entire game. The story itself is incredibly dull with absolutely zero new or interesting ideas. You could look at the cover of this game and probably guess every single story beat that happens. If you want to play an actually good super hero game, play the Arkham games. The only reason I'm completing it is because I spent way too much money on it and I played too long hoping it would get better. If you played the first two and desperately want to see what happens next, wait for a deep discount. Though it's completely unneeded and I wouldn't waste my time.",755,Not Recommended,20.7 hrs on record,Posted: May 13
I would love to play this but it crashes as soon as I enable any RT on my 5080. Buyers beware :(,75,Not Recommended,2.7 hrs on record,Posted: May 13
"Very fun even outside of the story. Usually, it is the story that grabs me, but just swinging around and traversing in the overworld is extremely fun in this game.",134,Recommended,52.1 hrs on record,Posted: May 13
"At first when this game came out on pc it was a clunky glitchy and underwhelming release, but after the various updates and improvements made, i can recommend anyone who hasn't played it or wants to play it on pc, to purchase it, it is a great game and worth the money and time invested in it.",237,Recommended,88.8 hrs on record,Posted: May 13
"insomniac spiderman is one of my favorite spidermen, and i love this game",61,Recommended,33.4 hrs on record,Posted: May 13
10\10,5,Recommended,24.7 hrs on record,Posted: May 13
it cool,6,Recommended,50.6 hrs on record,Posted: May 13
it keeps crashing with mods i got this game because i wanted to mod the game but it crashes even without mods. i feel like the swing assistance doesnt even help u on here whenever u wanna sing low it drops u to the ground.,178,Not Recommended,260.6 hrs on record,Posted: May 13
good game 100/10,14,Recommended,68.9 hrs on record,Posted: May 13
Perfect 10/10,12,Recommended,13.1 hrs on record,Posted: May 13
this ♥♥♥♥ dont work,16,Not Recommended,6.2 hrs on record,Posted: May 13
g,1,Recommended,19.4 hrs on record,Posted: May 13
"This series is a must play. They haven't had a bad game yet. I felt that some of the polish was lost on this one, they seemed to favor gameplay elements over some character models ect. But that's nitpicking. And ofc, goes without saying that we're all still mad at the peter parker face change...and that'll never change smh...",269,Recommended,36.6 hrs on record,Posted: May 13
"TL;DR: A mediocre good game, that may have worked pretty well as its own thing, but fails really badly as a sequel to the masterpiece that was Spiderman 1.
If you love Miles and don't care much for Peter, you'll enjoy the story (maybe).
If you like Peter equally or more, the story is just bad imo.

Peter is completely carried in the entire story, mostly by Miles. I cannot think of literally a single major thing Peter solved on his own -- even in the side stories he was a failure. SPOILER(-ish): For fans of the first game, this won't feel like a Peter who fought the Sinister Six all on his own.

As for the , well they removed suit special abilities, heavily reduced gadget variations, and reduced combo variations (atleast it feels like it) in favor of Super attacks, which is a new mechanic (I think, can't remember this being in the existing game). And so the gameplay is built around spamming Supers as quickly as you can, which feels much less rewarding than pulling off cool combos using actual button inputs and combining suit abilities into your playstyle.

, she appears early in the story, gets a magical portal wand and teleports to Paris to be with her gf. Only interacts with Miles and MJ, so you don't get the sultry part at all. So yeah.

I'm not even going into MJ's model redesign or how bad Miles' exposed hair looks in his final suit -- or that his final suit literally has no story (that I know of). He just randomly designed a new suit in the middle of a city-wide crisis.",1229,Not Recommended,30.7 hrs on record,Posted: May 13
this is not working,16,Not Recommended,113.7 hrs on record,Posted: May 12
"This games is absolutely perfection! I really enjoy the new contrast and lighting in the graphics, the new mechanics and game play. For me, the combat web swinging and web wings.",148,Recommended,56.5 hrs on record,Posted: May 12
recommend,9,Recommended,12.7 hrs on record,Posted: May 12
Very cool but if I have to listen to Peter Parker apologise one more time I'm going to punch his spider-senses out of him.,99,Recommended,26.4 hrs on record,Posted: May 12
w,1,Recommended,37.1 hrs on record,Posted: May 12
"Better than the previous two iterations. Great story line even if it deviates from the original material. Playing as both Peter and Miles is super fun and you don't feel the need to swap to either for a fight. Speaking of swapping, each character does have their own side quests throughout the city. If you show up as Peter and need to be Miles (or vice versa) it will prompt you so you wont waste much time swapping. Fast travel is super cool due to how instantaneous it is. When you play as the side characters (Not spidermen) it is significantly better than the boring sneak missions with MJ last time now she has weapons and is much more active. It's super fun when you get to play as .

Still a bit buggy. Some graphical issues and freezing so save frequently and often. Sometimes when calls cut out because you entered a fight (intended mechanic) they do not resume when the fight is over. Finding the spider bots is somewhat annoying although you can equip an upgrade to make it easier to see them. Or just look up the locations online.

I 100%'ed all districts at the time of writing (25 hrs). So I does not take super long to play.
Would recommend buying it and taking about a weekend to play it when it goes on discount on the Summer Sale.",1020,Recommended,27.9 hrs on record,Posted: May 12
"Marvel's Spider-Man 2 improves the already good combat gameplay of their predecessors: Marvel's Spider-Man and Marvel's Spider-Man: Miles Morales. The addition of the abilities tree offer more diversity that expand the way that you can fight in the game, making the combat more dynamic and fun. The MJ missions are improved from the first game: now you have the opportunity to fight back and play a more aggressive stealth gameplay. The customization of the spider-men are improved too: the suits are nicer and more stylish than ever. The game is very fun to play, the characters are interesting and the story is a solid one. Had a lot of fun playing it. It's a 9/10 game.",557,Recommended,22.6 hrs on record,Posted: May 12
,0,Recommended,25.9 hrs on record,Posted: May 12
good,4,Recommended,16.0 hrs on record,Posted: May 12
"I need to state that this game, from it's artwork to graphical desing, presentation and finally the grapihics themself are on another level, just visually stunning, it destroys my brain in a good way (wish more of the games released latetly would look so good).

Had a lot of fun with this one, some more iconic villans to fight, great fighting implementation of new mechanics, dynamical, yet not imposing on a single playstyle. Sure some say it holds your hand, while I agree, still it's a linear but in that aspect it's a GREAT experience.

Now to some flaws (although I cherish this series and keep it close to my heart there are some still and I will acknowledge them):

1. I was raised on Spider Man animated series from 1994 (the best one ever and forever will be) and I must say, all this ,, Morales"" and ,, Miguel O'Hara"" stuff is new to me, while I despise changes to my original base material (the art ALWAYS looses bcs of it), I can barely (srsly barely) tolerate it, but my God, I never met a character so annoying, so cringe than Danika Hart and her cancerous podcast. I never want to see, hear, or experience her again, glad we can turn her off in this game. JJJameson is god-like compared to her. Also Wraith (xDDDD) was cringe too.

2. A lot of glitches, uneven textures, and minor bugs, while they didn't take away from my experience much, they are sometimes anoying (like an enemy that is a little stuck on the edges of the map and forgot that he should attack you)

3. Kraven was to OP period.

4. Give me Carnage and Green Goblin DLC please (included in the base game just like the first part.

5. Main gripe was the story. I won't try to spoil much but I must say this: If Peter will have a longer than anticipated break from you know what, I'm out of this series sadly.

6. While I understand this game is visually stunning and needs to demand some processing power, still, it's unpolished in that aspec, I waited 3-4 (something like that) years for the first part to come to PC but when it came my god was it stellar and masterfully optimised (after a short time at least after release). This one? Man, if you don't run latest gen like me, good luck xD

Lastly in my mind only one sentece comes to mind as a sum up of my review.

THERE IS ONLY ONE SPIDER-MAN.",1866,Recommended,35.7 hrs on record,Posted: May 12
The sound is glitching ALL the time.. slows down the game. Have to restart the game probably 4-5 times.,85,Recommended,14.4 hrs on record,Posted: May 12
"Lots of fun I, loved playing as Venom, and I love the Iron spider suit it's so cool, anybody who loves the spiderman comics and movies and shows will like this",129,Recommended,21.5 hrs on record,Posted: May 12
its cool,7,Recommended,15.0 hrs on record,Posted: May 12
good,4,Recommended,562.8 hrs on record,Posted: May 12
"spider mid 2
its alright but nothing special, i understand why it didnt win a single award from goty ceremony",91,Recommended,17.4 hrs on record,Posted: May 12
"Great game until the ""symbiote apocalypse""",37,Recommended,33.7 hrs on record,Posted: May 12
peak,4,Recommended,29.7 hrs on record,Posted: May 12
"absolutely loved the first game and absolutely love this one even more.
great story, great visuals, even better gameplay. 11/10 would recommend",123,Recommended,19.4 hrs on record,Posted: May 12
The first spider-man was amazing. This is even better. From gameplay to cinematics just amazing,81,Recommended,28.8 hrs on record,Posted: May 11
"This game holds your hand so incredibly tight that it hurts. You can sit idle in quick time events and you will win, dying does not punish you either. If you wanna have a prompt on the screen at all times telling you what button to push and when during combat, then play this.",223,Not Recommended,15.7 hrs on record,Posted: May 12
Still a really poor performance on PC... Terribly optimized. no matter the settings it stutters and lags pretty terribly. Unplayable at the moment in my personal opinion.,144,Not Recommended,5.9 hrs on record,Posted: May 11
very good game so fun wouldnt recommend getting the dlc i think its overpriced boss fights are also decenbtly hard and creative especially starting fight,129,Recommended,51.4 hrs on record,Posted: May 11
Amazing game. Graphics are incredible.,34,Recommended,19.1 hrs on record,Posted: May 11
loy,3,Recommended,19.5 hrs on record,Posted: May 11
deadly,6,Recommended,7.4 hrs on record,Posted: May 11
i love the end of the game,20,Recommended,154.1 hrs on record,Posted: May 11
"Game runs pretty well now with all the new updates they have put out. But now I am getting an error where just playing uninstalls my drivers which should not be possible but whenever it crashes and I reboot my computer because I got the black screen of death; I end up only being able to use one monitor, and my Radeon Adrenaline will say no drivers installed. Was looking forward to playing and getting the 100 percent, but guess the game has other plans </3",374,Not Recommended,41.1 hrs on record,Posted: May 11
"the game and port are pretty good but ngl the camera controls with a controller feel pretty bad and make the game less immersive. when you tilt the stick horizontally it goes super fast but if you tilt it any other direction it goes the same speed, the response curve feels pretty unnatural and nasty too tbh.

It's time for a fix.",271,Recommended,48.8 hrs on record,Posted: May 11
"The game itself is great I am really loving it, but the PC version is extremely broken. I have a very high-end PC and get constant crashes/freeze every 15 to 20 minutes or so. I've reinstalled and tried every trick I could think of but nothing. I would highly recommend waiting till sales hit this game before buying because it's extremely annoying and takes away from the immersion of the game.

Who knows if they'll ever fix the game, PC tends to get neglected.",381,Not Recommended,16.2 hrs on record,Posted: May 11
"Marvel’s Spider-Man 2 is an action-adventure video game released in 2023 for the PlayStation 5, developed by Insomniac Games. It continues the story of Peter Parker and Miles Morales as they team up to protect New York City from powerful new threats. The game introduces Kraven the Hunter, who arrives in the city with an army to hunt superpowered beings, and Venom, a monstrous transformation of Peter after he bonds with the alien symbiote. As Peter struggles with the symbiote's dark influence, Miles takes on more responsibility, and the two Spider-Men must work together to stop chaos from spreading. The game features fast-paced combat, upgraded abilities, and seamless web-swinging across a larger, more detailed open-world version of New York City, including new areas like Queens and Brooklyn.",676,Recommended,26.8 hrs on record,Posted: May 11
:),2,Recommended,6.5 hrs on record,Posted: May 11
awesome single player game,23,Recommended,43.6 hrs on record,Posted: May 11
,0,Recommended,26.2 hrs on record,Posted: May 11
good 20h story,12,Recommended,33.3 hrs on record,Posted: May 11
spidermann,10,Recommended,21.4 hrs on record,Posted: May 11
good game,8,Recommended,39.1 hrs on record,Posted: May 11
"The Game has some issues with some areas but other then that the game runs fine, Gameplay is Better then Remastered but could still be improved in the next game. 8/10",136,Recommended,20.4 hrs on record,Posted: May 11
8.7/10 The story has some plot holes or what feels like cut content and it was too short compaired to the 90 hours i put into the PS4's Spiderman 1. Great game tho.,132,Recommended,47.1 hrs on record,Posted: May 11
Hands down beautiful game play and story full of action and the best reaction time games that is free roam in a long time man I love this game. Has to be my favorite game of the year so far the way that peter shows miles that brotherly mentorship is one of a kind. I feel like I have watched them both grow so much as a character from the first spider man.,284,Recommended,35.3 hrs on record,Posted: May 11
"Oh man... Where to begin. This is a masterpiece. It's just one of those games that makes your feel so good to be a superhero. It expands on the amazing powers and suits from the first game and gives you more power. Plus, now you get to be two different Spidermen. This game is just absolutely amazing. I really cannot wait for the third game.",278,Recommended,33.9 hrs on record,Posted: May 11
"So... Rtx 3060, all other specs above minimum or recommanded. I run remastered and miles morales perfectly fine, and then this one, Marvel's Spider-Man 2... basically, it's so bad it's hilarious. Characters randomly T pose in cutscenes, when I had the chance of seeing one, etc. unplayable. After a bit of research, I found out you need to delete 2 files, I did it and then it was way better, I got nice fps, I could play and even have fun, BUT, the map was loading everytime I was moving too much. So impossible to swing acrosse the city whitout having the game freezing to load. After more research, some people adviced to move the game on SSD, I did and now it's perfect. I can play the game, it runs smoothly and it's beautiful. Seriously, this game looks so much better than the first one. And the movements are so cool. But yeah, if you want to enjoy the game, you need enough storage on SSD and to delete 2 files from the game folder. That's not normal, and I never saw these issues with other games. Months after release on pc, yeah, I understand why players are upset. Im lucky because Im patient, I could have refund earlier but Im glad I didnt.",941,Recommended,27.6 hrs on record,Posted: May 11
"The game is really fun! It's more of the same, which is not a bad thing in my book but the one significant issue I have with it is the same as all of the other sony games - it crashes A LOT. I don't mind crashes that much but I know it can be frustrating to other people, so just sayin'...

Also the game is rhather short - an (almost) platinum run took me like ~33 hours, which is longer than SM: Miles Morales but almost 50% shorter than the original SM: Remastered. I still have a couple of missions to finish in my NG+ run, so I expect the game to be ""fully mastered"" by the 38h mark, which is a bit too little considering the full price ://

EDIT: Finished it in 35h. There's still a couple of additional things to unlock, like bonus costumes and tech skins but it requires grinding the whole game to 100% again, which I'm not gonna do as I don't enjoy cosmetics that much.

TLDR: Good game, more of the same, kinda unstable and a bit too short.",767,Recommended,35.0 hrs on record,Posted: May 10
A lot of bugs but REALLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLY FUNNNNN,162,Recommended,41.2 hrs on record,Posted: May 10
It is very fun,11,Recommended,3.6 hrs on record,Posted: May 10
Great game but can freeze or crash sometimes depending on hardware and game graphic settings,78,Recommended,46.2 hrs on record,Posted: May 10
Yes,3,Recommended,26.8 hrs on record,Posted: May 10
so crazy i only played for a bit its so much fun tho,40,Recommended,27.4 hrs on record,Posted: May 10
crashes to much,13,Not Recommended,34.6 hrs on record,Posted: May 10
"I abso-posi-lutely love this game! It takes all the things that made the first game great and doubles them. It's full of little details and surprises from the mini-games to the team-ups with other vigilantes. My main regret so far is that I skipped the Miles Morales game, since this one clearly builds on the story from that one.",272,Recommended,36.8 hrs on record,Posted: May 10
"in 1 word.... disappointment.
Could have been the definitive spider-man experience. Sony and the Dev's should be ashamed they allowed this to release.
I hope they allow the Devs to go back and pull all the code and game they left on the table and make a definitive edition with everything they tore out. The game is an incoherent mess, and does not do the predecessors justice. Play the first game, and Miles. Skip this Tragedy of publisher Greed.",371,Not Recommended,302.6 hrs on record,Posted: May 10
i love it,7,Recommended,44.4 hrs on record,Posted: May 10
this game still holds its weight on the best storyline by far. honestly the graphics are incredible and its worth the buy,100,Recommended,45.3 hrs on record,Posted: May 10
"it's been 84 years... i remember going gamestop to gamestop looking for the first spider man game when i was a kid haha and this gives me that same exact feeling, awesome to have on PC i cant shell out 600 bucks on a ps5 </3",179,Recommended,43.5 hrs on record,Posted: May 10
good game,8,Recommended,62.6 hrs on record,Posted: May 10
"If you already have the ps5 version,stick with that and you wont pull your hair out.",69,Not Recommended,10.3 hrs on record,Posted: May 10
This game was great on ps5 i bought ion on pc and just tried today cause i really wanted to play it froze completely and is still not working yet. i would keep waiting till they patch and fix even more at this time.,172,Not Recommended,30.6 hrs on record,Posted: May 10
good,4,Recommended,38.8 hrs on record,Posted: May 10
Awesome,7,Recommended,9.9 hrs on record,Posted: May 10
it's not as smooth as Spider-man MM. Maybe it needs more time and updates then it might get better.,81,Not Recommended,37.7 hrs on record,Posted: May 9
doesnt work,10,Not Recommended,131.5 hrs on record,Posted: May 9
I fit all requirements for the game to run properly and yet it runs like its on a potato.,71,Not Recommended,75.7 hrs on record,Posted: May 9
amazing game,11,Recommended,53.1 hrs on record,Posted: May 9
Despite some crashes here and there I really for the overall standard enjoyed my time with this PC port of Marvel's Spider-Man 2. The MJ missions are much more fun in this than they were in the first one. Part two's MJ missions function more like baby's first tactical third person shooter than it does a survival stealth game unlike part one's MJ missions. Boy did the MJ and Miles Morales missions in the first one on my old PS4 make me want to snatch myself bald! The side missions were enjoyable with the exception of some of the Spider-Bots as well as one quest from one of the students of Brooklyn Visions. And those three Cletus Kasady cameos from a category of side missions with Wraith man they were something to potentially look up towards in part three. Many cameos of multiple symbiotes from the lesser known Maximum Carnage sequel Separation Anxiety as common enemies towards the end of the main campaign plus one Scream taking over an important character (will not spoil for folks who haven't gotten to that part). Also a nice Black Cat cameo with a Doctor Strange Easter egg as well. Having gone achievement completionist on this game all I can ask from Insomniac right now is 'Please more!'.,994,Recommended,46.3 hrs on record,Posted: May 9
Warning! There are some ninjas cutting onion during pigeon guy mission,60,Recommended,32.2 hrs on record,Posted: May 9
so fie,5,Recommended,32.8 hrs on record,Posted: May 9
spooda man,9,Recommended,22.4 hrs on record,Posted: May 9
good,4,Recommended,49.4 hrs on record,Posted: May 9
pigeon guy no dont leave me,22,Recommended,17.3 hrs on record,Posted: May 9
a true cinematic masterpiece,25,Recommended,61.1 hrs on record,Posted: May 9
w,1,Recommended,57.9 hrs on record,Posted: May 9
arachnid guy but there is 2 of them,28,Recommended,44.2 hrs on record,Posted: May 9
.,1,Recommended,42.1 hrs on record,Posted: May 9
"Whilst I wouldn't call Marvel's Spider-man 2 on-par with the Quality of the 1st or 2nd (Miles Morales-based) games, it's no slugfest by any means.
Featuring spectacular graphics, superb voice acting, and really enjoyable mechanics and customisability, there are aspects of this game that absolutely improve on previous flaws of it's predecessors; but, unfortunately, the story and open world lack some of the meat and potatoes that made the first two games so thoroughly enjoyable, weakening the experience.
Despite this, the game still remains an overall fantastic addition to the Marvel's Spider-man videogame world, and is absolutely worth picking up if you enjoyed what came before. It simply could have done with a bit more time in the oven.",630,Recommended,48.2 hrs on record,Posted: May 8
"I've played the previous two games on PS4 Pro and PS5 before and I've always been loving the Spider Man Games. I love exploring NYC while doing missions and I can really enjoy the Open World and Atmosphere in these games. Initially the game had a lot of bugs, most are fixed now and I've only experienced 4 crashes while playing. Story is pretty much ok, nothing super special but definitely isn't bad either. World Design is really good, just like in the previous games and the city is usually full of life with many cars and pedestrians. I think it's not as good as the original Spider Man Game on PS4 but is absolutely worth playing. Only thing that annoyed me a bit was that the enemies towards the end of the game became very unbalanced. Some were super hard while others are very easy to fight against, but I really love the combat system in the Spider Man Games! Can recommend for anyone who's played the other two games already!",765,Recommended,30.2 hrs on record,Posted: May 8
"I saw a lot of people saying that this game, although good, is still worse than SM1, but after clearing the thing I can confidently say that this one is better in essentially all levels.
Map/open world expanded by a lot, I'd say it probably doubled in size since they added Queens and Brooklyn, it's definitely more colourful, vibrant and more detailed.
Story was quite nice with good pacing, didn't let me lose interest, ending on a cliffhanger, setting us up for the third game of the series.
Side content was plenty, enjoyable to complete and didn't feel repetitive whatsoever.
Finally, combat had a major improvement, since Pete has skills now that he can use and there are quite a few, they also added new skill onto Miles' arsenal, for those that did play SM Miles Morales, and last but not least they finally implement gadget shortcuts into the game making them so much easier to use compared to the pain in the bum that it was before.",779,Recommended,26.4 hrs on record,Posted: May 8
its AMAZING,10,Recommended,25.3 hrs on record,Posted: May 8
yes very fun moment but it crushed twice in the 18 hours i played so far,57,Recommended,31.2 hrs on record,Posted: May 8
"I LOVE IT! NICE WORK. COMBAT AND EVERYTHING. i need one thing though. sandbox, you are able to spawn any enemy. please do this.",104,Recommended,21.6 hrs on record,Posted: May 8
spoder man,9,Recommended,26.4 hrs on record,Posted: May 8
Phenominal gameplay and story 10/10,31,Recommended,36.8 hrs on record,Posted: May 8
"Great Story, gameplay ,scenes etc Just a good game in general",51,Recommended,65.3 hrs on record,Posted: May 8
the best game of all time!!!!!!!!!!!!!!!!!,37,Recommended,28.7 hrs on record,Posted: May 8
SPIDERMAN BUT EVIL,16,Recommended,23.5 hrs on record,Posted: May 8
good,4,Recommended,69.4 hrs on record,Posted: May 8
"Product received for free

great game good mods",41,Recommended,63.0 hrs on record,Posted: May 8
Great game,9,Recommended,48.6 hrs on record,Posted: May 7
"AMD GRAPHICS CARDS BEWARE. Game is unplayable for me without going in and removing dsstorage files. Its pathetic that it hasn't been fixed yet. Game pauses for around 10 seconds every minute or so. i absolutely love spiderman remastered and just 100% it. I was using this game as my reward for that only to not be able to play it due to poor pc performance. I can run monster hunter wilds just fine, but not a game that has been out for 2 years?",361,Not Recommended,1.2 hrs on record,Posted: May 8
