,review_text,review_length,feedback,play_hours,date_posted
995,nice,4,1,53.4,2025-05-25
996,Absolute cinema,14,1,24.8,2025-05-25
997,"Product received for free

If you're having stuttering turn off your Malwarebytes, This worked for the most part for me. Also if you are looking for THOSE mods I know where you can get them. The game does feel kind of like a woke message at times especially in the intro and a few side quests but the gameplay and story make up for it. Other than that I thing it's a great game.",306,1,23.8,2025-05-25
998,"I think Marvel's Spider-Man 2 is the best Spider-Man game. In combat and exploration they've done an amazing job of creating an experience that feels genuine to the character. In combat you feel super quick and strong, the abilities are fun, and major improvements have been made to the gadgets. In prior games it felt like gadgets were a throw-in meant for stealth (and potentially to mimic what people are expecting post-Arkham games), but they felt out of place for the Spider-Man character and were more tedious to use and create. Here they feel like unique abilities that you're able to chain into combos. Exploration feels amazing - in prior games New York felt a little lifeless; even though the scale was awesome, there weren't many people around doing normal things, cars, highway, boats, the list goes on... but here the city has so much going on. I do think they could improve even more on this front though, I distinctly remember a moment where I was standing on the street looking through a window, and watched an NPC walk down the stairs and out of the building. I was super impressed but noticed the poster on the door stayed floating in place when the door itself was opened. Also had a few instances of floating NPCs. While I'm on things I enjoyed, I've got to mention the boss fights. They represent characters well, and created some awesome fights with a decent level of challenge to them. The side missions and open-world activities are also massively improved here, they are a lot more fun, a lot less tedious, and often tie into the main story, or set-up potential DLC / follow-up games.

The writing was hit-or-miss for me. I'm okay with the super comic-book inspired style, and I think they nailed a few familial moments here (Also nailed a few humorous moments). That being said, there are significantly long portions of the main story where Peter, Harry, and MJ spend time together, in those moments and throughout the game, the way they interact feels like they only know each other at a surface level, completely failing to sell the relationships they have. Time is also confusing within the plot, feels like some events are a day apart, and weeks apart at the same time, it's addressed inconsistently. There are also more MJ missions, more flashback sequences, and more non-Spider-Man sequences. They're not terrible, but they're so much less fun than running around as Spider-Man that you'd like them to be significantly more enjoyable if you must do them.

Lastly, I've got to mention the performance given how bad the launch was. I waited four months (10 patches in that time), and the game was gorgeous and fully playable at solid FPS most of the time, but I still encountered many issues. The game still needs more patches, and if you want the optimal experience in you should continue waiting. The goal with these ports must be excellence, not ""OK"" and my PC is certainly strong enough to run this much better. I experienced one full crash, and dozens of moments of significant stuttering/screen tearing and FPS drops (Still playable, but annoying). I also commonly experienced a bug where certain voice lines wouldn't play (both in cut-scenes, and during gameplay), for example, Peter and MJ having a conversation, but only the MJ lines play audio.

Ultimately, I'd recommend , it's a great game. I love the movement options, chaining them together while zipping across New York feels amazing. Combat is great, you feel lightning-fast, and powerful as Spider-Man should feel. At times the writing and non-Spider-Man sections detract from the experience, but overall it's still a wonderful time (especially if your expectation is ""great game"", and not ""GOTY 2023"").",3076,1,31.8,2025-05-25
999,really is the best out of the other two games its nice to get mechanics like gliding and new web slinging moves for having there not be any knew mechanics other than the venom moves in miles morales it makes up for it in this amazing game.,193,1,25.5,2025-05-25
1000,peak,4,1,23.0,2025-05-25
1001,"Oh! you should call yourself, The great The Great Electric Spiderrrrrrrr. ykyk

Other than that great game so far so far that was the only part i hated recomend giving this game a try.",152,1,22.1,2025-05-25
1002,It;s good,8,1,37.1,2025-05-25
1003,Waiting for SM 3 soon :),19,1,19.1,2025-05-24
1004,fun,3,1,56.3,2025-05-24
1005,"it's decent, a couple of visual glitches but it's a good game to relax with",61,1,17.9,2025-05-24
1006,"the games horribly optimized not even a second after loading in everything is glitched, the character models are off, the games lowest graphics won't even work and its insanely frustrating to play this at all do not recommend this at all",197,0,0.3,2025-05-25
1007,"Product received for free

A great follow-up to Spider-Man and Miles Morales.
Combat is much of the same you'd expect if you played the previous games with some improvements and new abilities and the map is expanded with a new traversal method to accommodate the larger size.
Miles and Peter play mostly the same aside from their unique abilities and I would have liked to see a little bit of a difference between their playstyles.

The game froze on me twice which I solved by disabling the NVIDIA overlay but otherwise performance was great. No stuttering or notable bugs.",480,1,32.8,2025-05-24
1008,"this game is a crazy gamble, for some pc's, it can run normally, but for other like me it runs like poop. my pc runs spider man 1 & 2 (remastered & miles Morales) perfectly fine about 100-90 fps, on the same settings on this game however, it runs about 20 frames before it crashes, (no mods). its a great game i have no doubt about that given my enjoyment of the other two installments, i really want to enjoy this game but its not letting me. ive asked some of my other friends if they've had this issue but they have not.

TL;DR
before you buy this game just know there is a big chance that it'll run like crap even if you have a good PC and run other games smoothly.",539,1,6.7,2025-05-24
1009,"Product refunded

Played the game on PS5 and despite the occasional hiccup (even on performance mode), I adored it. This PC port however? In it's current state, despite numerous patches, I can't recommend it just yet and have refunded until general consensus around performance improves.

I'm comfortably around/above the min/recommended specs (RTX 2070, i9-10900, 32GB DDR4, installed on SSD) and frames still drop into the 10-20's with everything set to its lowest.
Monitoring hardware shows minimal GPU and memory usage but huge CPU loads across a few cores.
From what I could tell, raising settings in the hopes of offloading work to the GPU yielded no changes.

Nixxes, please address. We don't need more framegen and upscaler tweaks. We need actual performance patches.",658,0,1.7,2025-05-24
1010,you can switch between spidermen which is all my nephew wanted,52,1,12.7,2025-05-24
1011,This game runs like trash. My current set up meets the requirements set by Sony to play this game and it still freezes / crashes at random points while in a mission.,134,0,34.3,2025-05-24
1012,i loved it,8,1,23.0,2025-05-24
1013,Consistent and nasty crashing.,27,0,4.6,2025-05-24
1014,"Combat and traversal gameplay is way better in this game. Plus, there's a lot of cool characters/abilities/suits. However, I thought that the writing in this game was pretty weak compared to the first one.",172,1,32.7,2025-05-24
1015,its good,7,1,18.0,2025-05-24
1016,Worth it I love this game great graphics .,34,1,90.8,2025-05-24
1017,"Ass optimization, peter got diffed by a fridge, and miles got dookie ass suit.",65,0,48.5,2025-05-24
1018,I love spiderman,14,1,13.8,2025-05-24
1019,"9 hours, 20 crashes. absolutely insane",33,0,13.3,2025-05-24
1020,Until they fix most of the issues with this game' anyone looking to buy this game should keep their money in their pocket or you can buy it play it and decide if its worth it.,140,0,1.8,2025-05-24
1021,fun :),5,1,32.6,2025-05-24
1022,super fun and swinging is better in this game than the other two,52,1,79.9,2025-05-24
1023,im so happy i got this best out of the 3,30,1,10.5,2025-05-24
1024,Game is horrendously optimized and it gets almost unplayable when you get to endgame and an insane amount of bugs. PLEASE FIX THIS GAME,112,0,15.4,2025-05-24
1025,fire game,8,1,20.3,2025-05-24
1026,Cinema,6,1,35.5,2025-05-24
1027,It's the Spider-Men! Of course it's good.,35,1,31.2,2025-05-24
1028,I might change my review if you ever fix the pos game you release. Like wtf people upgrade their hardware or already have hardware that can handle frame generation and ray tracing and you can’t even run the game stable when running either one of them??? So far it has been 5 f-ing months and you still can’t deliver a patch that makes a SINGLE PLAYER GAME run right?!,299,0,21.0,2025-05-24
1029,"Product received for free

The game is all very well made from graphics to actual gameplay. Everything runs very smooth on my PC and overall is a great game. I really see nothing wrong in this game, so go play it, it is amazing.",186,1,31.6,2025-05-24
1030,issaight,8,1,48.3,2025-05-23
1031,pretty good,10,1,14.8,2025-05-23
1032,games fun,8,1,47.8,2025-05-23
1033,"I would recommend this game for any spider-man fan, the game looks and plays amazing i had some issue with loosing my save file with 17% progres but after a quick reinstal everything works as great, currently at 30% of the game and yea its truly great!",206,1,97.3,2025-05-24
1034,"Honestly, i couldn't even complete the first mission with how poorly optimized this game is. There are constant frame drops and graphical glitches during cutscenes that made playing the game a painful experience. I've tried using Nvidia's Geforce app to optimize the game, but that still couldn't fix the issues i was experiencing. Apparently more users than just myself have this issue even using devices that exceed the recommendations for the game. Genuinely saddening as I was a huge fan of remastered and Miles Morales, and wanted to play this game to see how the story progressed. Maybe if it goes on sale and patches come out to fix the optimizations I'll reconsider, but for now I would recommend getting this game on the PS5 if possible",619,0,1.7,2025-05-23
1035,"I first want to go on record saying that in terms of story it definitely holds its own to the First Chapter, and Miles Morales. That does come with the caveat that they try to throw a lot at you within the first couple beats that make it hard to focus on just *one* storyline until it culminates to the final arc.

That being said I feel that in terms of enemy balancing, there really isn't any. I find that rather funny considering that they preach about ""balance"" during the first arc of the story. This version of the franchise tends to throw an obscene amount of enemies at you with attacks that seem inhuman (bowgun hunters rapid firing shots, brutes swinging axes like crazy, final boss just spamming the same move over and over again)... it just seems kind of phoned in.

If you're playing to see how the story with Harry finishes itself off, definitely play it. If not? Kind of a pass. The first two were more enjoyable of a playing experience.",780,0,16.7,2025-05-23
1036,"It's a good game, don't get me wrong. The gameplay improves upon the first game. The story isn't bad, there's just too much going on. Harry need more time to be fleshed out. Kraven's storyline ends pretty abruptly and all the hunters just stay in New York??? The flame cult storyline was fairly interesting and made me sad since we'll never get the DLC follow-up. I'd say the first game is much more well-constructed in the narrative department. Overall, too many characters and plot points going on to hit the emotional depth of the first game. The port.........is bad. Like REAL BAD at certain points. I would recommend waiting for a sale if you only have access to this version. I probably won't platinum this unless it gets a few more updates.",616,0,17.5,2025-05-23
1037,"Great game, once I started playing, I couldn't get off for hours, the movement and skillsets were one of my favorite factors of this game, I do feel like there is a bit of content lacking in terms of the open world perspective, but the game was perfect nontheless.
I never really had much performance issues, as I was able to run this game with Ultra and some on medium and still keeping the 90-130fps mark. The Ray-Tracing isn't really worth running in this game as it makes very little differences and sacrifices much of the performance.
Achieving Platinum on this game is pretty easy so it's doable in one run.
9/10",510,1,30.6,2025-05-23
1038,"The gameplay improved by 10x from the previous two games with more swinging skills, animation and speed. the combat has more abilties and new animations. The map has a summer look and is filled with new side activites. The story itself has more quality rather then quantity. The beginning and mid parts are amazing but its rushed towards the 3rd act. But it's better than the 2 previous games not in every way but in some ways.",351,1,149.4,2025-05-23
1039,"Marvel’s Spider-Man 2 improves on its predecessors with richer content, smoother world traversal, and more engaging, challenging combat—especially on higher difficulties. The story is compelling, with epic boss fights and a symbiote suit arc that's a standout. However, the Mary Jane sections felt unnecessary, and some of the LGBTQ elements felt forced, which led me to skip a few side quests. Still, a great game overall for Spider-Man fans.",375,1,21.6,2025-05-23
1040,Fun.,4,1,3.6,2025-05-23
1041,"Overall, it's better than the first game, but the first game's story was more emotional. Although it still needs some patches for performance stability, tweaking some graphical settings can still make it worthwhile.",183,1,27.8,2025-05-23
1042,please fix the black screen and amd error,34,1,33.3,2025-05-23
1043,Such a good game! great cross between combat and story,45,1,77.5,2025-05-23
1044,"10/10

(Plays best on PlayStation 5)",32,1,21.8,2025-05-23
1045,this is one of the best games i've played. i love spider-man like a bit too much and this is the most authentic experience,99,1,21.5,2025-05-23
1046,spider-man,10,1,42.7,2025-05-23
1047,"The most buggy port i have ever seen. Story is good but constant lag spikes, freezes, runs horrible and textures and effects turning into grey squares constantly.",136,0,36.8,2025-05-23
1048,This game is vary fun and packed fun things to do,39,1,16.2,2025-05-23
1049,"As a life-long Spiderman fan, this is a must play, especially if you're like me and only own Xbox. I recommend playing the first Spiderman and the Miles Morales version as well to give you a better back story of how they got here, although this game does provide some solid flashbacks to bring you up to speed. Graphics are intense by the way!",280,1,29.3,2025-05-23
1050,get mods if you get this its so fun,27,1,58.1,2025-05-22
1051,"Fix the game, it's been half a year.",29,0,43.6,2025-05-22
1052,cool swinging,12,1,26.6,2025-05-22
1053,"A choppy, nauseating mess to play. Cannot even keep my eyes on the screen during gameplay. Refund time it is.",90,0,0.4,2025-05-22
1054,"Awesome game, story was just kind of short. Hope Spider-Man 3 will deliver.",63,1,37.6,2025-05-22
1055,Great Game!,10,1,43.8,2025-05-22
1056,everything,10,1,36.4,2025-05-22
1057,"“This is where we became best friends; And now it's where we become brothers”

Taking place after the events of Spider-Man and Spider-Man: Miles Morales , Peter and Miles have been protecting the city as a Spider-Man duo when all of a sudden a new villain known as Kraven the Hunter leading a group called the Hunters shows up and starts kidnapping New-York's supervillains. Meanwhile, Peter's best friend, Harry, resurfaces out of treatment for his illness carrying a friend that might shatter the very image of what it means to be Spider-Man.

Spider-Man 2 is a great game held back by its early pacing and a largely superfluous open world. The main storyline is gripping, the voicework is top-notch, the visuals are excellent, the fighting is fun. So there is a lot to love here, and most of it you would probably love from the original. This expanded vision of New York City opens with the unfortunate fact that Kraven has come to town and is busy hunting down current and former supervillains as he attempts to find the fight of his life. Obviously you know that Peter gets his own symbiote powers, which is when the game begins to quickly go from a bit dull to much more fun, and then when Venom himself arrives (in a truly wild sequence I will not spoil), the game floors the gas and becomes incredible in its third act.

It is hard to explain just how insane the game gets during the Venom segment without spoilers. Suffice to say that this realization of Venom is exceptional in every way, from the character itself to his rather horrifying effects on the city and its population. Venom in this game might just be the best non-comic adaptation of the character I’ve seen. They portray so well just how unbelievably powerful the symbiote is. And Tony Todd as the voice of Venom is phenomenal and gave me goosebumps.

I do think that one of Spider-Man 2’s weakest aspects is the open world. Marketing showed off the dramatically expanded map with more boroughs including Brooklyn and such across the water. But a bigger city mainly just means that things are…more spread out. Unless you live in NYC and know all the landmarks, as beautiful as this rendered version of the city may be, it just sort of blends together as you speed through various locales. And one new aspect about the city, because it’s so big, you will be doing a lot less swinging and using the new “spider wings” more, complete with airflow wind tunnels you use to get around quickly. It’s fine, but it felt a little odd to be swinging half as much as before.

But that said, my appreciation for the game slowly built up steam over time, and by the end, I cannot say that at least the main string of missions that barrels toward the end of the game is anything other than brilliant and intensely memorable. It’s one of my favorite Spider-Man sequences…ever, in any medium. I just wish it didn’t take quite so long to reach that point, and that the Kraven bits were as compelling.

For fans of the first game, or Spider-Man, or action games in general, Spider-Man 2 is an easy recommendation. There are about five dozen teasers and easter eggs by the end so I’m sure we’re in for more, whether that’s another Miles-sized game or another sequel down the road. But for now, yes, this is all the Spider-action you need for a good long while.

10/10",2734,1,45.2,2025-05-22
1058,"As much as I absolutely love spider-man and these games, wouldn't entirely recommend buying the game unless you wanna sit through bugging out scenes and game-play. The game itself feels really rushed and unfinished. I highly doubt they will fix the problems through future updates, also again with the cut scenes. Why do they look like they have been looked over once and thought ""yep its all good to go"". Massive disappointment :(",359,0,38.9,2025-05-22
1059,really bad patches is literly messing up my cpu really bad game,52,0,31.2,2025-05-22
1060,"Thwip Thwip, epic gaming haha. Great game!",36,1,81.0,2025-05-22
1061,"Product received for free

10/10",29,1,108.2,2025-05-22
1062,"There were terrible performance issues when first released, but now it runs great. I have a 3060 and it runs okay on low and medium graphics",115,1,39.9,2025-05-22
1063,best game,8,1,57.2,2025-05-22
1064,one of the best games ive ever played,30,1,36.1,2025-05-22
1065,the game,7,1,40.3,2025-05-21
1066,Love the swinging mechanism and overall the game is pretty good if you're a Marvel fan (or not too ig).,84,1,64.6,2025-05-21
1067,spider-man:),12,1,34.2,2025-05-21
1068,wayy to buggy and the devs should have cooked a bit longer,47,0,7.5,2025-05-21
1069,"Cinematic banger once if you ignore all the not-so political undertones that are for some reason present in this game. For example, why am I being lectured on abortion/contraceptive rights at a school fair as Miles? Keep this garbage out of the next game please. I'm here to beat the living daylights out of bad guys, not listening to virtue signaling. (There's a lot more than just this example but its the most egregious in my opinion)

Great game though.",379,1,23.1,2025-05-22
1070,gud gaime,8,1,5.6,2025-05-21
1071,"Performs like ♥♥♥♥ for the graphics you get, constant crashes on my 9800X3D and RTX 5080",73,0,29.6,2025-05-21
1072,mmmm spooder smoove brain,22,1,17.2,2025-05-21
1073,love the game,11,1,13.9,2025-05-21
1074,AMAZING,7,1,10.7,2025-05-21
1075,"Don't get me wrong: The game, the story, everything within is absolutely fantastic. I don't need to mention that if you are a fan of Spiderman, this game is a MUST.

That being said, the game is very poorly optimized. I've seen here and there reviews from people saying that the lack of optimization is a lie and they disagree: Well, to those people, it seems they lack understanding on how the PC world works. It is not the same to make a game for PS5, than port it to PC with the amount of different hardware combinations. For some, it works well, for others, we suffer lots of issues not matter how expensive or extensive is our machine.

I SHOULD be able to run this game properly, is not rocket science, but I faced the following:

- Stutterings, some very minimal, but some would lead to me being killed (fighting at 120 fps and then suddently having an unexpected drop to 5 fps with 5 guys and 2 projectiles coming at me)
- Random Freezings (which led me to force close the game through task manager)
- Video not syncing with the audio (or viceversa)
- I reached the end of the game, and cinematics that were suppossed to be mindblowing ended up being utterly destroyed because the game would ""freeze"" the scene, but it was not a freeze of the game itself but rather a freeze of the characters, as you could see that the physics of their clothes and other movable objects kept moving while everyone was stuck in their place floating in the air.

And at one point, at the end of a mission very advanced in the game, I even got BIG BLUE SQUARES where the UI should be, covering most of the screen, not being able to see anything.

Sometimes i think there is a memory leak, because on some occasion i opened up the task manager and found out that the game was consuming 100% of the CPU. The game starts perfectly, but as time goes by, performance begins to fall until a point where I even had to restart the computer.

Again - PC world is a vast one, and some people may had have no problems at all (which I'm happy for them, honestly), but this is one of the very unique occasions where my computer struggles to keep this going. So if it works for you, AWESOME! GREAT! ENJOY IT!, but don't silence people like me who cannot enjoy the experience properly because of lots and lots of issues which are clearly part of lack of optimization for different types of gigs.

I will definitely change my review once i see some improvement in the performance. Until then, hear me out: If you are lucky and the game runs well on YOUR PC, go blindly for it. It is awesome. If you are experiencing issues, then wait for a proper patch.
-",2148,0,35.0,2025-05-21
1076,Good game but its laggy even on really good hardware.,44,1,19.3,2025-05-21
1077,"Great opening fight, with lots of spectacle and many new things introduced. Game feels familiar yet fresh, really enjoying it so far. Would definitely recommend. Still wish we had old Peter's face back thoo",173,1,49.4,2025-05-21
1078,"This recommendation is begrudging, and not a ringing endorsement. Basically you could do much worse. To be blunt it's just above average, and that's largely due to mechanics. This series is in obviously in decline, and the majority of this game. Is made from hand me downs. Recycled elements held together. By bad writing, painful pandering, and mini games.

It's your basic paint by numbers lazy cash grab. The underlying game is still as good as ever. but when it isn't ripping its predecessors off. It's actually ripping off the Prototype franchise, and doing a worse job of that when compared side by side. Heck if you haven't played that series. This might actually seem a bit more inspired. The side missions are cringe filled, the boss fights are insultingly scripted, and the content seems pared back.

If you are new to the series this is the one you shouldn't buy. If you've played the previous two, and you really want a bit more. Well you'll get just a bit more, but only just a bit more here. It's thirty hours worth of content, and maybe three or four of that. Is what could be considered objectively inspired. It's technically good, but it's at the very back.",970,1,33.3,2025-05-21
1079,love,4,1,21.5,2025-05-21
1080,very fun,7,1,9.3,2025-05-21
1081,ye,2,1,22.2,2025-05-21
1082,Amazing Game,11,1,44.0,2025-05-21
1083,gg,2,1,51.3,2025-05-21
1084,ABSOLUTLEY PEAK,14,1,36.3,2025-05-21
1085,its fun to play and has alot of actoin and the story line is great,52,1,23.2,2025-05-21
1086,its good but story could have been better,34,1,62.7,2025-05-21
1087,Amazing game. Definetly worth your money.,36,1,22.3,2025-05-21
1088,"unplayable with a 12th gen processor and a RTX3060ti. consistent 20 fps, even with settings on low",82,0,1.4,2025-05-20
1089,"incredabily poorly optimised. Constant stutters and crashes, very low framerate even in low impact areas on the lowest settings. delayed audio, t-poses and furniture breaking in cutscenes. I'dl love to keep playing but until they actually fix this game, its hardly playable",232,0,5.5,2025-05-21
1090,clearly rushed but still great,26,1,42.8,2025-05-20
1091,2 Spider-Man? What's next? 3 Spider-Man?!,36,1,35.1,2025-05-20
1092,GOOD BUT HOW TO GET 100% IM ONLY AST 97 AND CANT DO NOYTHING,47,1,59.0,2025-05-20
1093,Really fast paced game the fights are so good,37,1,26.5,2025-05-20
1094,kena kuthi game,13,1,62.9,2025-05-20
1095,Very good looking game and swinging through NYC never gets old,52,1,31.8,2025-05-20
1096,"Product received for free

the best game it could,ve won game awards 2023",62,1,115.1,2025-05-20
1097,"lowkey good, swinging is very immersive and different to the previous two games",67,1,97.7,2025-05-20
1098,"It is a good game. The combat is very dynamic, story expands further and the graphics are stunning to this day. It is also very on line with the 1st game, which I find a bit underwhelming. I was expecting more risks in the mechanics or the sidequests.

Anyways I recommend it, as the game is very good.",246,1,26.8,2025-05-20
1099,"spida man, spida man, does whateva a spida can. spins a web any size, catches thieves just like flies. hea comes the spida man. is he strong? listen bud, he's got radioactive blood. can he sawing fromma thread? take a look ova head. hey there! there goes tha spida man. in tha chill of night at the scene of tha crime, in a streak of light he arrives just in time. spida man, spida man, friendly neighborhood spida man. wealth and fame? he's ignored. action is his reward. to him life is a great big bang up, wherever there's a hang up, you'll find the spida maaaaaaan",462,1,67.4,2025-05-20
1100,the mj levels suck so much please never do anything like that again.,56,1,14.0,2025-05-20
1101,have had the game for a while very fun would reccamend,44,1,32.5,2025-05-20
1102,The game itself is fun asf but the port is a bit buggy,42,1,46.6,2025-05-20
1103,i could swing around this city forever.,33,1,53.2,2025-05-20
1104,Game stutters and lags for me. Also the story promotes being unemployed,60,0,2.7,2025-05-20
1105,yes,3,1,25.2,2025-05-19
1106,Honestly perfect. BUY THIS NOW!!,28,1,101.6,2025-05-19
1107,The game has a lot of glitches. I feel cheated and the gameplay ex[erience is very ♥♥♥♥♥♥.,74,0,18.4,2025-05-19
1108,still crashing regularly. first game handles better.,46,0,20.0,2025-05-19
1109,Sadly very rushed in story but beautiful game and fun mechanics and storytelling a fantastic game altogether. I wish that more time was given to the developers but i appreciate everything they were able to put together for us with the deadlines that were given.,217,1,49.3,2025-05-20
1110,amazing.,8,1,60.2,2025-05-19
1111,"Amazing game, amazing mods.

Terrible port but worth a few re-starts and freezes hopefully soon the crashing will stop",101,1,15.7,2025-05-19
1112,"Spider-Man 2 is Sony's followup to 2018's successful Spider-Man, and it is in most respects a classic iterative sequel, delivering a bigger story with more cinematic set pieces, gameplay improvements, and more life-like New York to swing around. This time, you can switch between Miles Morales and Peter Parker, and although they play similarly, Miles has electrical abilities that differentiate his powers from Peter's, who goes through much of the game with the symbiote suit. Kraven the hunter is the main antagonist for about two-thirds of the runtime, until Venom shows up, with much fanfare. Sandman and the Lizard also make notable appearances, with the former appearing at the start of the game and more or less recreating his gigantic form from Sam Rami's Spider-Man 3. The story involves the dual Spider-Men attempting to prevent Kraven from offing their rogue's gallery, until the appearance of Harry Osborn, who has kept his life-threatening illness at bay with a biological suit of unknown origins, diverts Pete's attention. You can probably predict the rest, but playing through Spider-Man 2 is at least as enjoyable as watching one of his classic flicks. I have been thoroughly pursuing the sidequests, not just because of their quality (do the one involving Mysterio's virtual reality game) but because it's just plain fun to traverse this hyper-detailed New York. Both Pete and Miles have web-wings which allows them to fly alongside their web-slinging, and it is thrilling to glide in-between towering skyscrapers and across New York Bay. High quality ray-traced reflections look excellent and really add to the immersion. Combat has been expanded since the first game, with both Spider-Men having special abilities that they tap into during battle along with an array of gadgets and combo moves. Two-thirds in, you'll really master the system and start handling massive mobs with the supernatural dexterity of a spider-powered hero. All in all, Spider-Man 2 is right up there with God of War: Ragnarok as one of the best singleplayer games I've experienced this year.

A note on the PC version; it's not quite as good as you would really expect from Sony and Nixxies, who did the port. When it was released earlier this year, it was full of crashes and bugs and had terrible performance on even high-end hardware. A couple months later, the bugs aren't really plentiful (I got stuck behind level geometry a couple of times), but Spider-Man 2 still crashes more than is really acceptable. There's nothing that really prompts the crashes; sometimes I'll play for an hour or more and it will crash, other times just a few minutes. As for performance, this game is ridiculously CPU-heavy with ray-tracing enabled, especially when you consider how the Playstation 5 sports a down-clocked Zen 2 CPU. A smooth sixty frames per second is not possible without frame generation on my hardware. However, FSR frame gen can be enabled along with Nvidia's Reflex anti-lag tech and DLSS upscaling, and the result is pretty good. I played the game with an RTX 3080 and a Ryzen 7 5800x with a mix of High and Very High settings, with ray-traced reflections and interiors enabled on Very High at 1440p DLSS Quality, and my frame rates varied between 120 and 80 fps. I didn't notice any input lag or visual bugs due to frame gen, so I'd definitely enable it.

In conclusion, Spider-Man 2 looks great and plays great, but asks for some serious hardware and requires frame generation to run smoothly on PC. It think it's worth the asking price at this point, but it is a shame that Nixxes couldn't port the title to PC without some hurdles. Screenshots below:",3048,1,58.8,2025-05-19
1113,Enjoyed it,9,1,32.3,2025-05-19
1114,GOOD,4,1,27.3,2025-05-19
1115,NEW UPDATE is absolute trah why di you guys update it i cant the game anymore last update i could play on very high presets with ray tracing and no lag,121,0,92.8,2025-05-19
1116,this game rocks buy it or ur a big silly,31,1,16.7,2025-05-19
1117,good ♥♥♥♥,8,1,15.5,2025-05-19
1118,"By far one of the most incredible open world games I ever played. Great combat, medium history but isn't a bad point since switching between Miles and Peter is a good catch. Really recommend it.",160,1,30.2,2025-05-19
1119,"Product refunded

This seems like such a great game and I'd love to play it, but it's so poorly optimized and ported that it's barely playable. I don't have a monster PC, but it can normally play most new games with RTX on and quality DLSS. This game has stuttering and inconsistency issues with RTX completely off, and it's barely playable with minimum RTX, DLSS on performance, Frame Generation dialed up... Literally no amount of settings tweaks made a difference, so I'll wait for a LOT of patching or my next computer in a few years, I guess?",451,0,2.7,2025-05-19
1120,it is fun and fun with some fun,24,1,76.8,2025-05-19
1121,I had various issues with this game's storytelling and pacing but the final act was so stellar that I can't help but recommend this game. It really is worth it to get through the early slog of the game.,164,1,31.6,2025-05-18
1122,"Honestly, everything a Spider-Man fan could wish for, perfect game!",58,1,33.7,2025-05-18
1123,good game,8,1,8.1,2025-05-18
1124,So fun but it could be cheaper but its insane,36,1,20.3,2025-05-18
1125,best spider man,13,1,14.5,2025-05-18
1126,good,4,1,14.2,2025-05-18
1127,"Product received for free

as a Person with ADHD and as ps5 games this is better for kids as person is me has ADHD and more cooler than the last of the us that we cant run and THIS GAME IS THE GOAT!!!!!!!!!!!!!",169,1,49.5,2025-05-19
1128,"Similar to Spider-Man 1 and Miles Morales, another gem of a game with very high production values and amazing gameplay. Insomniac have done it again. Nixxes could have done much better on the porting of the game as there are still some technical issues. Still, recommend this to any Spider-Man fan out there.",256,1,33.4,2025-05-19
1129,"the game isn't not well optimised for PC I must say, I had to lock the resolution at 1080p, and put pretty much everything a MID for it to be of a quality I wanted to see and I have a fairly beefy PC that should be able to run this better than a PS5.

However, the game plays better than Spider-Man and Miles Morales and is a fantastic sequel which is just make this franchise an absolute juggernaut for Playstation Studios. I've just finished the main campaign which took around 18 hours and I felt like I was trying to race through a good portion of it and I would say that any Marvel fan would get a kick out of this game.",503,1,18.7,2025-05-18
1130,Good Game,8,1,40.8,2025-05-18
1131,I absolutely love this game. It has an absolutely amazing story that picks up from the previous installments in the story. This is for sure my favorite game to come out recently.,147,1,24.0,2025-05-18
1132,"Look, I know what you're thinking...

""Wow! Spider-Man! Swings across the skyline like a caffeinated Tarzan! Must love heights!""

Well, surprise: I have the same relationship with heights that cats have with bathtubs. I don't scream, but there's a lot of internal panicking and awkward flailing.

So when Spider-Man 2 asked me to leap off the Empire State Building like a Red Bull-sponsored squirrel, I politely screamed like a grandma on a rollercoaster and plummeted face-first into a hotdog cart. 10/10 immersion.

But let’s talk about the real villain of this game. Not Venom. Not Kraven.

Constipation.

Yep. Being a superhero is stressful. Crime never sleeps, and neither does his intestinal confusion. You ever tried taking a bathroom break in a skintight suit with no zippers? My digestive system is like a haunted house—mysterious noises, unexpected jump scares, and a strong desire to escape.

By the end of the game, I had conquered my fears—both aerial and intestinal. I'm a new man. A braver man. A man who now carries emergency prunes in his utility belt.

10/10. Would poop my pants again for justice.",941,1,35.0,2025-05-18
1133,"Play the first two games in the series for everything to come together. While the game does scratch the Spider Man itch, it still isn't as good as the first game in the series. Swinging through the city never gets old.",178,1,24.0,2025-05-18
1134,Fun game,7,1,57.9,2025-05-18
1135,ive only played for a little bit awesome game,37,1,27.4,2025-05-18
1136,what I like is the graphics and momentum and the new combat what I dislike is the game crashes,76,1,45.8,2025-05-18
1137,❤️,2,1,24.9,2025-05-18
1138,"gas good as Spiderman 1
- the villains are cool
- mechanics straight forward
- feels like a setup for a DLC or Spiderman 3 or something

cons
- the flying really takes a way from the immersion of spider swinging - feels like you are a superman spider
- Miles is just to OP compared to regular old Pete
- Some of the plot elements feel silly - but it looks like they same dynamic of old comics where everyone has plot armor until they dont
- The female crime fighter moving around like spiderman with no spider bite or super strength is crazy",445,1,27.1,2025-05-18
1139,for a nixxes + insomniac drop this is EXTREMELY underwhelming its like they just dropped the alpha build AND made no effort in initial optimization. If you own a handheld under a 7840u w 32gb ram. SAVE your bread and spend on a game where DEVS care abt AVG gamer.,214,0,20.3,2025-05-18
1140,Fun.,4,1,26.2,2025-05-18
